feedback_id,date,branch,product,client_comment,source
21ec2387-7afe-42b6-9754-b10532d88672,2025-11-17,Edmonton - Southgate,Mortgage,Why does the app always decline my card when I try to pay bills?,Call Center Log
9416d6ea-8b14-4095-892b-27019bf332d8,2025-04-29,Red Deer - Gaetz Ave,Springboard Savings,I tried to use the mobile app but reject my cheque deposit.,Call Center Log
33f1ea38-8ad6-42e4-829a-4ea40ff1ec6f,2025-05-17,Digital (App/Web),Springboard Savings,???,Call Center Log
6cea5341-6c8f-4f01-b919-b8d0f3590674,2025-12-18,Calgary - Country Hills,Business Operating Account,"The Unlimited Chequing is giving me trouble, decline my card.",Email
b169d725-f04d-409c-a5d0-63bcb31b8290,2025-05-08,Edmonton - Whythe Ave,Unlimited Chequing,Customer service was ridiculous when I called about my Mortgage.,Email
7c312ec6-dc97-4bfb-9dca-91dd73ed5f75,2025-09-18,Edmonton - Whythe Ave,Business Operating Account,"Fraud protection locked my card while I was in Banff, very slow.",Call Center Log
c8ccc605-9473-497d-aa02-ccecc0c31818,2025-09-10,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,I tried to use the mobile app but fail to send e-Transfer.,Call Center Log
ef37359b-e8a9-4b42-87bf-495080a8ebf0,2025-03-16,Calgary - Country Hills,Springboard Savings,"I love the new No-Fee All-In Digital, it helps me save money.",Mobile App Survey
3cf777a6-7e95-4c59-856d-4b28a6a39b2c,2025-10-02,Edmonton - Southgate,Mortgage,"Best bank in Alberta, specifically for Springboard Savings.",Email
a936a15e-68e6-4556-9c3f-532b88dd88e7,2025-09-26,Lethbridge - West,Mortgage,"I love the new Gold Cash Rewards Mastercard, it helps me save money.",Call Center Log
00d48da6-83e7-4885-adcb-0b4e4b0e3ddf,2025-07-31,Lethbridge - West,Unlimited Chequing,"Disappointed with the GIC, the fees are too high.",Call Center Log
676e6409-e73c-4a19-99ab-348c446f158d,2025-09-10,Calgary - Country Hills,Business Operating Account,Why does the app always log me out randomly when I try to pay bills?,Email
67d2c5c2-0819-416a-b0bf-642ab6f7ce29,2025-04-19,Edmonton - Whythe Ave,Business Operating Account,"Finally, the app works for Business Operating Account!",Email
76248b96-3ac9-46dd-af70-078b9416c15d,2025-03-29,Lethbridge - West,Mortgage,"Disappointed with the Business Operating Account, the fees are too high.",Mobile App Survey
a00a67b8-0801-44ac-8b34-9d01cadb2930,2025-12-08,Digital (App/Web),GIC,"Best bank in Alberta, specifically for GIC.",Mobile App Survey
355595e8-2636-4d56-8118-7d9f4017d030,2025-06-21,Digital (App/Web),Unlimited Chequing,Customer service was slow when I called about my Business Operating Account.,Mobile App Survey
bb5e9957-c3d5-4e94-bdf9-6a129d49a455,2026-01-31,Digital (App/Web),Mortgage,"Fraud protection locked my card while I was in Banff, very unacceptable.",Mobile App Survey
ba9426f2-14e5-4283-a3da-0e0f3310ef28,2025-02-23,Red Deer - Gaetz Ave,Unlimited Chequing,Call me back@@.,Email
d4512071-1f0b-4ca4-bc1e-beb2e40e2b14,2025-10-05,Digital (App/Web),Springboard Savings,Biometric login on the app reject my cheque deposit every time after the update.,Call Center Log
743a9adf-349f-42de-8f24-a46313c6c8e8,2026-01-20,Digital (App/Web),Gold Cash Rewards Mastercard,"The new interface is confusing, I can't find my Business Operating Account details.",Email
15a33d5d-988f-416e-886b-3f39ad097cd3,2026-02-11,Digital (App/Web),Mortgage,Biometric login on the app reject my cheque deposit every time after the update.,Email
a9f1d01d-c2b3-4ddd-af2c-3ad3aee51e7f,2025-05-12,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,Call me back@@.,Call Center Log
f92303fa-5daf-49e7-9641-78db3ad97b38,2025-09-14,Digital (App/Web),Mortgage,Why does the app always crash on startup when I try to pay bills?,Mobile App Survey
1ec4e560-dde0-42aa-a957-b0fb39b18f01,2025-05-03,Digital (App/Web),Springboard Savings,"Best bank in Alberta, specifically for Mortgage.",Mobile App Survey
e1892dad-cf39-4e5b-8286-c946d5ce0afe,2026-01-20,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,"Wait times at Calgary - Country Hills are painful, I waited 20 mins.",Email
ff046083-f747-4079-a25d-82fdd44ba3c5,2025-07-27,Red Deer - Gaetz Ave,Unlimited Chequing,Why does the app always ask for security questions I didn't set when I try to pay bills?,Call Center Log
79918e15-2911-4bc4-ba4e-41a880df9148,2025-09-30,Lethbridge - West,Unlimited Chequing,"Best bank in Alberta, specifically for Springboard Savings.",Call Center Log
3c37b438-c6c2-461a-9812-5bc973c7c1d6,2025-09-11,Lethbridge - West,Mortgage,"Finally, the app works for Unlimited Chequing!",Email
4062270b-d331-4faf-9ebb-bd50fb7a815e,2026-01-02,Digital (App/Web),Unlimited Chequing,Great experience with the Business Operating Account application process.,Email
99968b04-c8a2-4d3e-bfa8-8c1bca9d6613,2025-10-19,Digital (App/Web),Gold Cash Rewards Mastercard,Call me back@@.,Email
c58f048d-5468-4488-be32-d43ea005c9f6,2025-09-10,Digital (App/Web),GIC,"Disappointed with the GIC, the fees are too high.",Call Center Log
8eaa32c8-d118-48bc-bf0f-0a433bab8dda,2025-07-02,Lethbridge - West,Gold Cash Rewards Mastercard,Biometric login on the app reject my cheque deposit every time after the update.,Mobile App Survey
2a7f5bfc-e305-471c-8ea0-a943b13eed8f,2025-09-06,Red Deer - Gaetz Ave,Unlimited Chequing,Why does the app always decline my card when I try to pay bills?,Email
93fda2a4-66e4-4758-9eb6-24fa135623e7,2025-08-13,Calgary - Country Hills,Unlimited Chequing,"Wait times at Calgary - 17th Ave are slow, I waited forever.",Call Center Log
0e9ab119-00a6-45f0-89c0-1f255b13778e,2025-08-08,Calgary - 17th Ave,GIC,Biometric login on the app reject my cheque deposit every time after the update.,Mobile App Survey
08dca294-6e22-46ce-9893-f75ee5d78b4b,2025-11-26,Digital (App/Web),Unlimited Chequing,The staff at Calgary - 17th Ave were so efficient today.,Mobile App Survey
6288a558-78f1-4f33-8cc1-6f21013d385e,2025-02-27,Calgary - 17th Ave,GIC,"Best bank in Alberta, specifically for GIC.",Email
64763a9f-1e1c-43ed-a07a-cdd4c12e8bd8,2025-02-18,Digital (App/Web),Business Operating Account,"Disappointed with the Unlimited Chequing, the fees are too high.",Mobile App Survey
84cdf52b-70a7-4c50-af76-9d7f2f24fdf2,2025-07-06,Digital (App/Web),Gold Cash Rewards Mastercard,I tried to use the mobile app but ask for security questions I didn't set.,Email
a9d06045-31b1-4695-9e5a-04ad165dd1d3,2025-04-13,Digital (App/Web),Business Operating Account,"The new interface is confusing, I can't find my GIC details.",Email
6517312e-f9eb-4581-88a1-2e75b142f575,2025-10-06,Calgary - 17th Ave,Business Operating Account,"Fraud protection locked my card while I was in Banff, very horrible.",Call Center Log
918b7534-0b78-4cdc-becd-9036ee137e05,2025-11-08,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,"I love the new Unlimited Chequing, it helps me save money.",Call Center Log
29eb9047-c8d2-4a86-9e73-e976c800d769,2025-09-02,Digital (App/Web),Unlimited Chequing,"Disappointed with the No-Fee All-In Digital, the fees are too high.",Email
cddbe06e-3604-4c89-8904-82fe401dd3b3,2025-10-16,Digital (App/Web),No-Fee All-In Digital,"Wait times at Edmonton - Southgate are painful, I waited 20 mins.",Email
fc6ef424-0309-4cbe-8791-7988c1cc37f7,2025-12-28,Edmonton - Whythe Ave,Unlimited Chequing,Great experience with the Mortgage application process.,Call Center Log
a46968c4-990c-4e57-94ee-0c3b6d241dc4,2025-08-06,Digital (App/Web),Gold Cash Rewards Mastercard,,Email
5042f55a-aa35-4379-bfa8-8cf844e0c382,2025-10-18,Digital (App/Web),Springboard Savings,What are your hours?,Mobile App Survey
4a21c3de-3ba1-403e-9c52-955bc147afa4,2025-09-02,Digital (App/Web),Gold Cash Rewards Mastercard,I tried to use the mobile app but reject my cheque deposit.,Mobile App Survey
ca0f3c30-db9d-46a0-bba4-20130ce95667,2026-02-11,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,"I love the new Gold Cash Rewards Mastercard, it helps me save money.",Call Center Log
ff475269-146a-45a0-be44-af4414fe8a94,2025-12-15,Edmonton - Southgate,Springboard Savings,The staff at Red Deer - Gaetz Ave were so helpful today.,Mobile App Survey
98fafce7-e97d-4021-a622-090aa7eca158,2025-02-23,Digital (App/Web),Business Operating Account,"Best bank in Alberta, specifically for Business Operating Account.",Email
1bc06b05-240a-4e8b-97d0-bf72bf2af838,2025-12-02,Calgary - 17th Ave,No-Fee All-In Digital,"Best bank in Alberta, specifically for GIC.",Email
c5c063fb-c394-4961-abb4-7060b875786e,2026-01-15,Digital (App/Web),GIC,"The Gold Cash Rewards Mastercard is giving me trouble, log me out randomly.",Mobile App Survey
ea9ff7ec-c3c5-4b26-91cd-5195c2c01300,2025-05-21,Calgary - 17th Ave,Business Operating Account,,Email
f3c85c01-bcbf-4818-9e5a-5509038eb2bf,2025-10-08,Edmonton - Southgate,GIC,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
3108841d-1d27-4987-9db4-88a1dfb78e6a,2026-02-17,Calgary - Chinook,Unlimited Chequing,"Best bank in Alberta, specifically for GIC.",Call Center Log
b691787f-7ff1-4d42-be3b-906f6b348bb0,2025-03-28,Calgary - Chinook,No-Fee All-In Digital,Statement update.,Mobile App Survey
4ef47275-fb0f-4d6f-87f2-c9dc4c578f85,2025-12-08,Calgary - Country Hills,Mortgage,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
642a3fac-fe9e-4871-8b46-b72fa58d712d,2025-03-24,Digital (App/Web),Springboard Savings,I have a question about my account.,Mobile App Survey
f976aa40-5157-4d04-8dfd-442e2831ce5d,2025-04-27,Calgary - Country Hills,Mortgage,"The new interface is confusing, I can't find my Unlimited Chequing details.",Call Center Log
73efc64d-0be2-4536-a2b3-0323edfeb8aa,2025-03-21,Digital (App/Web),Business Operating Account,I have a question about my account.,Mobile App Survey
677bd9c5-0e9b-4b03-96f8-ca5c5baac7f2,2025-08-02,Calgary - 17th Ave,Mortgage,"Finally, the app works for Mortgage!",Email
de3c0a15-f520-4854-b208-0bc4a2caf665,2026-02-16,Edmonton - Southgate,Gold Cash Rewards Mastercard,The teller at Red Deer - Gaetz Ave was very kind and solved my issue.,Email
c588a466-75d6-4dbb-9e37-9479cc67373d,2025-06-05,Calgary - 17th Ave,Business Operating Account,Biometric login on the app freeze at the login screen every time after the update.,Mobile App Survey
01e9e457-81dc-4518-a19b-2a0837c30819,2025-09-11,Digital (App/Web),No-Fee All-In Digital,Great experience with the Unlimited Chequing application process.,Mobile App Survey
c1664be1-d641-467b-aaae-10ad10338b87,2025-10-16,Digital (App/Web),Business Operating Account,"The new interface is confusing, I can't find my No-Fee All-In Digital details.",Email
c2af3cf6-56ba-469c-aed2-65c6d12de932,2025-05-12,Edmonton - Southgate,Mortgage,I tried to use the mobile app but reject my cheque deposit.,Call Center Log
aa520591-3842-415a-9d4b-cdef1d021369,2025-07-03,Edmonton - Whythe Ave,Business Operating Account,I tried to use the mobile app but fail to send e-Transfer.,Email
424dfdf7-f88e-48f3-9de7-46090839e24d,2025-04-26,Lethbridge - West,Gold Cash Rewards Mastercard,"The Business Operating Account is giving me trouble, fail to send e-Transfer.",Call Center Log
f9500f92-3f56-40e0-969e-b2470be8f6ef,2025-04-05,Lethbridge - West,Business Operating Account,"Fraud protection locked my card while I was in Banff, very unacceptable.",Email
c394107d-fa39-4e91-a5bd-d705d8136fb7,2025-12-11,Red Deer - Gaetz Ave,Springboard Savings,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
9f09f8ed-5fcc-4fed-97e8-622eab5083d0,2025-10-14,Edmonton - Whythe Ave,No-Fee All-In Digital,"Wait times at Lethbridge - West are slow, I waited an hour.",Mobile App Survey
e06bbe64-1b06-4c40-9719-6404184e0dde,2025-08-31,Edmonton - Southgate,Unlimited Chequing,Customer service was horrible when I called about my Mortgage.,Call Center Log
41299d11-5765-4825-aac7-b78f19c04654,2026-01-20,Edmonton - Southgate,Business Operating Account,Customer service was painful when I called about my Unlimited Chequing.,Call Center Log
d442367f-6931-4d09-8bc8-973cc04512b3,2026-02-12,Lethbridge - West,GIC,"Wait times at Calgary - Chinook are ridiculous, I waited too long.",Email
41622ee4-6be6-4d5d-be99-0f3f061f8e93,2025-09-12,Calgary - 17th Ave,Gold Cash Rewards Mastercard,The teller at Red Deer - Gaetz Ave was very efficient and solved my issue.,Call Center Log
bb27d95e-acde-43b2-89b0-9df37b6c6738,2026-02-06,Calgary - Country Hills,No-Fee All-In Digital,The staff at Calgary - Chinook were so amazing today.,Call Center Log
086386bd-bc3c-4a4e-a178-786a8fd70dd8,2025-03-15,Digital (App/Web),Gold Cash Rewards Mastercard,"Disappointed with the Springboard Savings, the fees are too high.",Email
cd01a9b6-c2cd-4411-9313-93caa82c1722,2025-08-16,Edmonton - Southgate,Unlimited Chequing,The staff at Edmonton - Whythe Ave were so amazing today.,Mobile App Survey
9fd743ef-f798-4fb9-b7ea-bc58dae154ec,2025-09-26,Digital (App/Web),No-Fee All-In Digital,Why does the app always fail to send e-Transfer when I try to pay bills?,Email
1518976c-ec22-4e5e-8b58-ead6d6fcaa24,2025-09-05,Digital (App/Web),Business Operating Account,The teller at Edmonton - Southgate was very friendly and solved my issue.,Mobile App Survey
1bd9301e-7b0b-4970-849d-992e9814ea9a,2025-03-23,Calgary - 17th Ave,Gold Cash Rewards Mastercard,"Wait times at Calgary - 17th Ave are painful, I waited too long.",Mobile App Survey
9dd9eab9-9beb-40d6-9398-e9edce71735d,2025-10-02,Red Deer - Gaetz Ave,Springboard Savings,"I love the new Mortgage, it helps me save money.",Email
e1e5b742-8890-4c64-97cc-a2188f16c0e4,2025-03-31,Lethbridge - West,Gold Cash Rewards Mastercard,The teller at Edmonton - Whythe Ave was very quick and solved my issue.,Mobile App Survey
ec0445f9-5b1e-4dc4-bbc5-b76004057c9a,2026-02-13,Digital (App/Web),No-Fee All-In Digital,I tried to use the mobile app but log me out randomly.,Mobile App Survey
0ec18649-fe0a-454f-a725-d4209f0b6e87,2026-01-04,Edmonton - Whythe Ave,Business Operating Account,Customer service was painful when I called about my No-Fee All-In Digital.,Email
e694e5d6-e28b-4568-8cfe-be76e03903da,2025-10-04,Calgary - 17th Ave,Mortgage,Customer service was unacceptable when I called about my No-Fee All-In Digital.,Mobile App Survey
84daaf0d-ab1e-4207-8d67-ef0326d34689,2026-02-07,Calgary - Chinook,Springboard Savings,"The new interface is confusing, I can't find my Mortgage details.",Mobile App Survey
5ae81a2b-7452-4444-80b6-4726b4da5429,2025-02-20,Red Deer - Gaetz Ave,Springboard Savings,Why does the app always reject my cheque deposit when I try to pay bills?,Email
871de1f1-1a5b-4dd4-a0e5-ce35a1f022aa,2025-02-22,Edmonton - Whythe Ave,Springboard Savings,"The Springboard Savings is giving me trouble, crash on startup.",Mobile App Survey
948b462e-7716-4188-8075-9b6820233503,2025-07-21,Lethbridge - West,Springboard Savings,Why does the app always show the wrong balance when I try to pay bills?,Mobile App Survey
4042e35c-2887-4fed-9e41-a3dd3c0facca,2025-11-01,Edmonton - Southgate,Mortgage,"Best bank in Alberta, specifically for Unlimited Chequing.",Call Center Log
b52ebede-12e1-430b-9dc9-a5134bce7351,2025-10-17,Edmonton - Whythe Ave,Business Operating Account,,Mobile App Survey
0d971a12-492d-425a-b75b-382c243e7f7f,2025-04-28,Edmonton - Southgate,Unlimited Chequing,Call me back@@.,Mobile App Survey
c22ee88b-4900-4993-862f-c58783dfc562,2026-02-18,Digital (App/Web),Gold Cash Rewards Mastercard,Great experience with the Springboard Savings application process.,Email
2527ad15-93f9-42c2-8747-774381c13d37,2025-07-15,Red Deer - Gaetz Ave,GIC,"Finally, the app works for Mortgage!",Call Center Log
b92c7c78-7748-433f-ab96-6faf999e1910,2025-09-15,Calgary - 17th Ave,Springboard Savings,I tried to use the mobile app but decline my card.,Email
1c71b97a-1503-4005-9435-e3f059d890bf,2025-03-27,Calgary - Chinook,Business Operating Account,"Best bank in Alberta, specifically for Springboard Savings.",Call Center Log
693395d6-5b27-4e11-9106-f19d20cd6dfb,2025-08-20,Red Deer - Gaetz Ave,Springboard Savings,"The new interface is confusing, I can't find my Springboard Savings details.",Mobile App Survey
40b0261f-ccf9-4726-a61b-74f48eefd04e,2026-02-07,Calgary - Chinook,Mortgage,"The new interface is confusing, I can't find my GIC details.",Email
e61cec8c-39f6-4381-b081-697e4266bb59,2025-07-19,Calgary - Country Hills,Gold Cash Rewards Mastercard,Biometric login on the app show the wrong balance every time after the update.,Mobile App Survey
21bead54-967d-440e-a1c7-1c954784d27a,2025-04-04,Calgary - Chinook,Mortgage,Great experience with the No-Fee All-In Digital application process.,Call Center Log
17ff3e9f-a38f-437d-8e3f-af8f17af9124,2025-11-23,Digital (App/Web),Mortgage,Statement update.,Email
4d31173a-cf24-49bd-8a38-a99b15be3a9d,2026-01-13,Calgary - Chinook,Unlimited Chequing,Customer service was slow when I called about my Mortgage.,Mobile App Survey
9a60ca5f-cbf1-4316-8ae0-02870e6c1b81,2025-07-29,Digital (App/Web),Gold Cash Rewards Mastercard,Biometric login on the app ask for security questions I didn't set every time after the update.,Call Center Log
ac912476-c088-4f10-bec4-b5d32691cc35,2025-05-15,Digital (App/Web),No-Fee All-In Digital,"The new interface is confusing, I can't find my Unlimited Chequing details.",Email
b4748fd7-8bbc-4de9-a651-1b2cf5e7bec1,2025-05-18,Digital (App/Web),Unlimited Chequing,"Finally, the app works for Springboard Savings!",Mobile App Survey
083c010c-bb7c-42ad-86f9-3c1aeed8b7d4,2025-09-22,Digital (App/Web),Unlimited Chequing,"The new interface is confusing, I can't find my Business Operating Account details.",Call Center Log
bce24626-81d8-45d8-9f6c-e8433be838bd,2025-09-20,Digital (App/Web),Business Operating Account,"Wait times at Digital (App/Web) are ridiculous, I waited forever.",Call Center Log
67d3d511-28f6-483e-ba60-e569025be89c,2025-05-12,Calgary - Country Hills,Mortgage,Why does the app always decline my card when I try to pay bills?,Email
54e6d18c-73ef-4857-a22a-41321da90c9e,2025-03-22,Calgary - 17th Ave,Mortgage,The staff at Calgary - 17th Ave were so kind today.,Email
0fd84cff-c2e2-4a01-8031-9d447e78d676,2025-09-22,Lethbridge - West,Business Operating Account,"I love the new Springboard Savings, it helps me save money.",Mobile App Survey
05b226c2-57cf-4e11-98d9-28c457aff495,2025-06-20,Digital (App/Web),No-Fee All-In Digital,Customer service was horrible when I called about my Unlimited Chequing.,Email
65c719cc-b307-4334-8ee1-3f2245178ace,2025-10-26,Red Deer - Gaetz Ave,GIC,Statement update.,Email
16cae12a-5d03-42de-b8a2-2f93ba47f959,2025-05-09,Digital (App/Web),Mortgage,The staff at Red Deer - Gaetz Ave were so helpful today.,Email
312edc46-77ad-466e-9650-e9f727c3347e,2025-06-01,Digital (App/Web),Mortgage,"The GIC is giving me trouble, crash on startup.",Call Center Log
65b3b153-b91f-472a-a5e0-2d6c9dc7153d,2025-10-21,Calgary - Chinook,GIC,Customer service was painful when I called about my Springboard Savings.,Call Center Log
eca1f00f-da27-4915-9428-2feb2b9255e4,2025-05-04,Edmonton - Southgate,Springboard Savings,"Fraud protection locked my card while I was in Banff, very frustrating.",Call Center Log
ea99a5d8-63fb-4189-89ac-0822f5d1eb92,2025-10-07,Digital (App/Web),GIC,I tried to use the mobile app but log me out randomly.,Call Center Log
281cdcc3-8674-466b-b6dc-6ca894b832c2,2025-05-04,Calgary - 17th Ave,No-Fee All-In Digital,I tried to use the mobile app but reject my cheque deposit.,Email
7c0d4ada-29ee-4c74-88b4-e63838eaf5ce,2025-06-01,Digital (App/Web),Business Operating Account,Customer service was frustrating when I called about my Unlimited Chequing.,Mobile App Survey
edec0fec-f6f8-436e-aab6-ebb0551260da,2025-08-18,Digital (App/Web),Mortgage,The staff at Calgary - Country Hills were so quick today.,Call Center Log
c2418486-fa3d-4385-8bcf-c08a1847aa1a,2025-08-16,Edmonton - Southgate,Springboard Savings,"The new interface is confusing, I can't find my Gold Cash Rewards Mastercard details.",Call Center Log
6e60abef-4850-4045-a754-b5ed6c7818eb,2025-12-11,Red Deer - Gaetz Ave,No-Fee All-In Digital,Customer service was unacceptable when I called about my GIC.,Email
6f7ae9ca-e7d2-44dd-b4ca-6f576b86bcb0,2025-06-22,Digital (App/Web),Gold Cash Rewards Mastercard,Biometric login on the app ask for security questions I didn't set every time after the update.,Call Center Log
cdc3a325-6f97-45e7-a9d1-c04c9efd9f69,2025-04-08,Calgary - Country Hills,Business Operating Account,"I love the new Springboard Savings, it helps me save money.",Email
87082807-5d8f-49ab-833e-77d9b1437877,2025-10-23,Calgary - Chinook,Gold Cash Rewards Mastercard,"Wait times at Red Deer - Gaetz Ave are unacceptable, I waited forever.",Email
e331e9a8-e1fc-4828-98d7-a31e4702d652,2025-03-26,Edmonton - Whythe Ave,GIC,"The new interface is confusing, I can't find my Unlimited Chequing details.",Call Center Log
bb9ae866-dd2e-4f60-933a-9e407b7a65d1,2026-02-04,Lethbridge - West,Business Operating Account,"Wait times at Red Deer - Gaetz Ave are unacceptable, I waited too long.",Call Center Log
a4342f02-bf0d-46e7-8801-b45134055cf9,2025-07-14,Calgary - Country Hills,Business Operating Account,"The No-Fee All-In Digital is giving me trouble, ask for security questions I didn't set.",Call Center Log
fe5d84fe-3945-4cf5-96de-5f8dd5bf391a,2026-01-05,Calgary - Country Hills,Gold Cash Rewards Mastercard,"Fraud protection locked my card while I was in Banff, very horrible.",Mobile App Survey
593f0616-393b-47e3-9b84-55a58d768448,2026-02-12,Edmonton - Southgate,Gold Cash Rewards Mastercard,Why does the app always reject my cheque deposit when I try to pay bills?,Email
04162363-dac3-41f9-97f2-d35e5dad1398,2026-02-17,Edmonton - Whythe Ave,Unlimited Chequing,"The Business Operating Account is giving me trouble, crash on startup.",Email
23d4cf24-0b5e-487b-a0f0-c142c09f530d,2025-10-28,Edmonton - Whythe Ave,Mortgage,Call me back@@.,Call Center Log
a69a177b-978d-41ee-b108-d6e639416243,2026-01-18,Calgary - Country Hills,Gold Cash Rewards Mastercard,"Best bank in Alberta, specifically for GIC.",Call Center Log
4444fd4d-35e4-432e-a5d1-eeccc29dd1d3,2026-01-29,Edmonton - Southgate,Unlimited Chequing,Customer service was slow when I called about my Business Operating Account.,Call Center Log
2f0c8951-57c4-4a1a-ab3d-a5f0908b7102,2026-02-06,Calgary - Country Hills,Springboard Savings,Why does the app always reject my cheque deposit when I try to pay bills?,Mobile App Survey
17a809fd-5532-4492-a791-1acc1a0ad2d2,2026-01-30,Calgary - 17th Ave,GIC,"Wait times at Calgary - Country Hills are ridiculous, I waited 20 mins.",Call Center Log
d7317e5d-3c9c-4eb3-9f11-5c9477e9e607,2025-08-27,Edmonton - Whythe Ave,No-Fee All-In Digital,"Best bank in Alberta, specifically for Gold Cash Rewards Mastercard.",Email
21440c39-d60f-4d60-bc10-64ffb87286c5,2025-04-28,Digital (App/Web),Gold Cash Rewards Mastercard,"Best bank in Alberta, specifically for Business Operating Account.",Email
00437d72-12e5-4da4-aca6-39f0d7cef6f2,2026-01-24,Digital (App/Web),Unlimited Chequing,The teller at Digital (App/Web) was very quick and solved my issue.,Call Center Log
4b0c8bf6-d6f2-408b-9e7a-0f5fa9cda303,2025-07-30,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,"Fraud protection locked my card while I was in Banff, very slow.",Call Center Log
e9eb9362-a4a5-4eab-85a9-f9b59c8344ce,2025-10-30,Digital (App/Web),Springboard Savings,Biometric login on the app reject my cheque deposit every time after the update.,Call Center Log
26f48974-03e8-43b9-a2f9-7bf9ca3dc5b0,2025-04-18,Red Deer - Gaetz Ave,GIC,"Disappointed with the Springboard Savings, the fees are too high.",Email
4f3c8c0e-0125-4e76-9187-a25aac1ebad1,2025-03-30,Digital (App/Web),Unlimited Chequing,Great experience with the Gold Cash Rewards Mastercard application process.,Email
80151c0d-7e24-41a1-a78a-ca11d79c8ec1,2025-03-20,Calgary - Country Hills,Unlimited Chequing,"The new interface is confusing, I can't find my Business Operating Account details.",Call Center Log
9064a428-063f-4d86-8ce0-d306f408f826,2025-07-02,Digital (App/Web),Unlimited Chequing,"I love the new Mortgage, it helps me save money.",Mobile App Survey
8901af78-5815-4225-99fc-9cf86eaf9dc5,2025-07-06,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,I tried to use the mobile app but decline my card.,Mobile App Survey
0f815204-f7a9-4449-80fb-62e54f661a1e,2025-09-19,Digital (App/Web),No-Fee All-In Digital,"Fraud protection locked my card while I was in Banff, very ridiculous.",Mobile App Survey
7db292ad-a489-4344-badc-784db8c4e7f9,2026-01-31,Digital (App/Web),Mortgage,"The new interface is confusing, I can't find my Springboard Savings details.",Email
efc9b00d-32fc-4e7d-baca-0caa016113a3,2026-01-16,Calgary - Chinook,Business Operating Account,"The new interface is confusing, I can't find my GIC details.",Mobile App Survey
4d9b071a-38a2-43be-bba0-bbf67d314331,2025-11-17,Lethbridge - West,Springboard Savings,"Finally, the app works for Business Operating Account!",Mobile App Survey
e815444c-1bbc-4ca7-8323-f9fc3c0e1545,2025-04-17,Digital (App/Web),Springboard Savings,I tried to use the mobile app but reject my cheque deposit.,Mobile App Survey
1d23cac1-49bc-4df7-a054-674df0e04038,2025-12-20,Digital (App/Web),No-Fee All-In Digital,"The Springboard Savings is giving me trouble, crash on startup.",Email
5d837a54-b358-4dc5-86fe-506df29ef53b,2025-10-04,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,Customer service was slow when I called about my Unlimited Chequing.,Email
707e18eb-547e-4582-b582-a978ee04b8ea,2025-03-06,Calgary - 17th Ave,Mortgage,"Disappointed with the Springboard Savings, the fees are too high.",Call Center Log
17e16bf8-659e-4ad5-a012-9cb18bdac9f0,2025-02-27,Digital (App/Web),No-Fee All-In Digital,"Finally, the app works for No-Fee All-In Digital!",Mobile App Survey
943fb2ef-a6b1-490d-9be9-39278953b038,2026-01-23,Edmonton - Whythe Ave,Springboard Savings,What are your hours?,Call Center Log
b64945ae-690a-466b-b4eb-e8274cf306ef,2025-11-13,Digital (App/Web),Business Operating Account,The staff at Calgary - Chinook were so quick today.,Call Center Log
4a769d58-3917-4b3d-b3a8-7cdd7f7fc024,2025-06-27,Digital (App/Web),Business Operating Account,Biometric login on the app freeze at the login screen every time after the update.,Email
2c165550-b07d-4624-8eb0-0a7973cf8473,2025-10-03,Digital (App/Web),GIC,The teller at Lethbridge - West was very kind and solved my issue.,Email
7332b060-f932-4edf-a7e9-8634231fd8ef,2025-03-22,Digital (App/Web),Springboard Savings,"Best bank in Alberta, specifically for Business Operating Account.",Mobile App Survey
ce429aa6-3b09-434c-97d7-9bfedfbc52f5,2025-12-07,Red Deer - Gaetz Ave,Springboard Savings,"The new interface is confusing, I can't find my Gold Cash Rewards Mastercard details.",Call Center Log
a284c1f7-25c5-466a-9925-85eae42b3cda,2025-05-23,Edmonton - Southgate,No-Fee All-In Digital,Customer service was frustrating when I called about my Springboard Savings.,Call Center Log
1c9c1ddd-90a7-487e-a39f-bc48ba1b70de,2025-04-28,Calgary - Country Hills,Gold Cash Rewards Mastercard,I tried to use the mobile app but show the wrong balance.,Mobile App Survey
734d9b81-d168-41f3-9fb5-67e114765a0e,2025-10-16,Digital (App/Web),GIC,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Mobile App Survey
3e01c255-effa-4733-82b3-c709a07fe0b2,2025-03-16,Calgary - Country Hills,Unlimited Chequing,The staff at Digital (App/Web) were so quick today.,Mobile App Survey
ffdc96d7-e6d1-4439-9d27-3f8a2818c5e4,2025-06-18,Edmonton - Southgate,Mortgage,Biometric login on the app fail to send e-Transfer every time after the update.,Call Center Log
